Count,Customer ID,Billing Period Code,Energy Consumed (kWHr),Power Factor
296,2020011430,202301,133,0.85
297,2020011435,202301,58,0.85
298,2020011445,202301,13,0.85
299,2020011450,202301,55,0.85
300,2020011460,202301,58,0.85
301,2020011465,202301,34,0.85
302,2020011470,202301,103,0.85
303,2020011480,202301,17,0.85
304,2020011490,202301,31,0.85
305,2020011495,202301,32,0.85
306,2020011500,202301,47,0.85
307,2020011505,202301,0,0.85
308,2020011506,202301,42,0.85
309,2020011510,202301,0,0.85
310,2020011515,202301,48,0.85
311,2020011516,202301,201,0.85
312,2020011520,202301,25,0.85
313,2020011525,202301,36,0.85
314,2020011530,202301,85,0.85
315,2020011540,202301,33,0.85
316,2020011550,202301,27,0.85
317,2020011555,202301,0,0.85
318,2020011560,202301,4,0.85
319,2020011575,202301,211,0.85
320,2020011585,202301,88,0.85
321,2020011590,202301,16,0.85
322,2020011591,202301,3,0.85
323,2020011595,202301,0,0.85
324,2020011600,202301,32,0.85
325,2020011605,202301,11,0.85
326,2020011610,202301,195,0.85
327,2020011615,202301,18,0.85
328,2020011620,202301,41,0.85
329,2020011630,202301,60,0.85
330,2020011635,202301,63,0.85
331,2020011640,202301,87,0.85
332,2020011645,202301,142,0.85
333,2020011670,202301,80,0.85
334,2020011680,202301,56,0.85
335,2020011700,202301,59,0.85
336,2020011710,202301,123,0.85
337,2020011715,202301,283,0.85
338,2020011720,202301,205,0.85
339,2020011721,202301,15,0.85
340,2020011722,202301,253,0.85
341,2020011725,202301,199,0.85
342,2020011726,202301,85,0.85
343,2020011727,202301,8,0.85
344,2020011728,202301,83,0.85
345,2020011729,202301,4,0.85
346,2020011730,202301,47,0.85
347,2020011731,202301,0,0.85
348,2020011735,202301,167,0.85
349,2020011750,202301,143,0.85
350,2020011760,202301,50,0.85
351,2020011770,202301,328,0.85
352,2020011775,202301,84,0.85
353,2020011780,202301,232,0.85
354,2020011795,202301,214,0.85
355,2020011811,202301,51,0.85
356,2020011812,202301,19,0.85
357,2020011815,202301,164,0.85
358,2020011816,202301,17,0.85
359,2020011820,202301,13,0.85
360,2020011850,202301,0,0.85
361,2020011851,202301,284,0.85
362,2020011860,202301,14,0.85
363,2020011865,202301,75,0.85
364,2020011870,202301,4,0.85
365,2020011875,202301,57,0.85
366,2020011880,202301,52,0.85
367,2020011881,202301,427,0.85
368,2020011882,202301,98,0.85
369,2020011885,202301,132,0.85
370,2020011890,202301,6,0.85
371,2020011900,202301,48,0.85
372,2020011910,202301,31,0.85
373,2020011920,202301,148,0.85
374,2020011925,202301,47,0.85
375,2020011930,202301,56,0.85
376,2020011940,202301,202,0.85
377,2020011950,202301,129,0.85
378,2020011960,202301,0,0.85
379,2020011970,202301,97,0.85
380,2020011976,202301,15,0.85
381,2020011980,202301,109,0.85
382,2020011985,202301,23,0.85
383,2020011990,202301,181,0.85
384,2020011995,202301,61,0.85
385,2020012005,202301,0,0.85
386,2020012006,202301,180,0.85
387,2020012007,202301,0,0.85
388,2020012008,202301,0,0.85
389,2020012015,202301,234,0.85
390,2020012020,202301,149,0.85
391,2020012021,202301,33,0.85
392,2020012040,202301,0,0.85
393,2020012042,202301,57,0.85
394,2020012045,202301,293,0.85
395,2020012050,202301,19,0.85
396,2020012052,202301,0,0.85
397,2020012053,202301,0,0.85
398,2020012054,202301,182,0.85
399,2020012057,202301,66,0.85
400,2020012058,202301,0,0.85
401,2020012059,202301,18,0.85
402,2020012060,202301,12,0.85
403,2020012061,202301,73,0.85
404,2020012062,202301,87,0.85
405,2020012065,202301,53,0.85
406,2020012080,202301,99,0.85
407,2020012083,202301,10,0.85
408,2020012100,202301,0,0.85
409,2020012102,202301,92,0.85
410,2020012105,202301,41,0.85
411,2020012110,202301,34,0.85
412,2020012135,202301,69,0.85
413,2020012141,202301,79,0.85
414,2020012145,202301,55,0.85
415,2020012150,202301,63,0.85
416,2020012160,202301,211,0.85
417,2020012175,202301,0,0.85
418,2020012190,202301,29,0.85
419,2020012205,202301,192,0.85
420,2020012220,202301,60,0.85
421,2020012230,202301,298,0.85
422,2020012240,202301,150,0.85
423,2020012243,202301,21,0.85
424,2020012245,202301,248,0.85
425,2020012246,202301,483,0.85
426,2020012260,202301,95,0.85
427,2020012270,202301,148,0.85
428,2020012280,202301,77,0.85
429,2020012281,202301,15,0.85
430,2020012282,202301,340,0.85
431,2020012285,202301,78,0.85
432,2020012303,202301,10,0.85
433,2020012305,202301,33,0.85
434,2020012310,202301,0,0.85
435,2020012311,202301,44,0.85
436,2020012315,202301,0,0.85
437,2020012316,202301,25,0.85
438,2020012317,202301,19,0.85
439,2020012319,202301,41,0.85
440,2020012320,202301,37,0.85
441,2020012322,202301,10,0.85
442,2020012323,202301,7,0.85
443,2020012324,202301,39,0.85
444,2020012325,202301,0,0.85
445,2020012326,202301,3,0.85
446,2020012328,202301,79,0.85
447,2020012329,202301,10,0.85
448,2020012333,202301,476,0.85
449,2020012334,202301,45,0.85
450,2020012336,202301,45,0.85
451,2020012337,202301,45,0.85
452,2020020010,202301,210,0.85
453,2020020011,202301,177,0.85
454,2020020014,202301,145,0.85
455,2020020015,202301,8,0.85
456,2020020020,202301,46,0.85
457,2020020030,202301,10,0.85
458,2020020040,202301,49,0.85
459,2020020060,202301,35,0.85
460,2020020070,202301,61,0.85
461,2020020074,202301,42,0.85
462,2020020076,202301,148,0.85
463,2020020080,202301,2,0.85
464,2020020082,202301,9,0.85
465,2020020085,202301,94,0.85
466,2020020090,202301,26,0.85
467,2020020100,202301,58,0.85
468,2020020115,202301,36,0.85
469,2020020120,202301,362,0.85
470,2020020125,202301,24,0.85
471,2020020135,202301,1,0.85
472,2020020140,202301,186,0.85
473,2020020145,202301,9,0.85
474,2020020150,202301,47,0.85
475,2020020155,202301,205,0.85
476,2020020160,202301,104,0.85
477,2020020165,202301,38,0.85
478,2020020175,202301,23,0.85
479,2020020185,202301,64,0.85
480,2020020190,202301,57,0.85
481,2020020195,202301,50,0.85
482,2020020200,202301,36,0.85
483,2020020205,202301,3,0.85
484,2020020210,202301,179,0.85
485,2020020215,202301,96,0.85
486,2020020220,202301,44,0.85
487,2020020235,202301,0,0.85
488,2020020240,202301,60,0.85
489,2020020243,202301,73,0.85
490,2020020244,202301,107,0.85
491,2020020255,202301,8,0.85
492,2020020260,202301,0,0.85
493,2020020265,202301,129,0.85
494,2020020272,202301,227,0.85
495,2020020275,202301,133,0.85
496,2020020280,202301,4,0.85
497,2020020285,202301,6,0.85
498,2020020290,202301,0,0.85
499,2020020295,202301,18,0.85
500,2020020300,202301,194,0.85
501,2020020305,202301,51,0.85
502,2020020310,202301,72,0.85
503,2020020315,202301,94,0.85
504,2020020325,202301,10,0.85
505,2020020335,202301,32,0.85
506,2020020340,202301,14,0.85
507,2020020345,202301,33,0.85
508,2020020350,202301,34,0.85
509,2020020355,202301,39,0.85
510,2020020360,202301,197,0.85
511,2020020365,202301,558,0.85
512,2020020370,202301,132,0.85
513,2020020373,202301,137,0.85
514,2020020375,202301,136,0.85
515,2020020380,202301,139,0.85
516,2020020381,202301,0,0.85
517,2020020385,202301,32,0.85
518,2020020390,202301,116,0.85
519,2020020395,202301,96,0.85
520,2020020400,202301,2,0.85
521,2020020405,202301,87,0.85
522,2020020410,202301,29,0.85
523,2020020415,202301,58,0.85
524,2020020420,202301,113,0.85
525,2020020430,202301,0,0.85
526,2020020435,202301,0,0.85
527,2020020440,202301,102,0.85
528,2020020441,202301,139,0.85
529,2020020445,202301,0,0.85
530,2020020450,202301,43,0.85
531,2020020452,202301,265,0.85
532,2020020454,202301,51,0.85
533,2020020457,202301,159,0.85
534,2020020460,202301,22,0.85
535,2020020465,202301,25,0.85
536,2020020470,202301,223,0.85
537,2020020475,202301,118,0.85
538,2020020485,202301,168,0.85
539,2020020490,202301,168,0.85
540,2020020495,202301,0,0.85
541,2020020500,202301,25,0.85
542,2020020505,202301,51,0.85
543,2020020510,202301,83,0.85
544,2020020515,202301,9,0.85
545,2020020520,202301,244,0.85
546,2020020535,202301,23,0.85
547,2020020540,202301,157,0.85
548,2020020550,202301,19,0.85
549,2020020555,202301,96,0.85
550,2020020560,202301,80,0.85
551,2020020570,202301,21,0.85
552,2020020575,202301,0,0.85
553,2020020580,202301,25,0.85
554,2020020583,202301,62,0.85
555,2020020584,202301,0,0.85
556,2020020585,202301,49,0.85
557,2020020586,202301,20,0.85
558,2020020590,202301,41,0.85
559,2020020595,202301,244,0.85
560,2020020600,202301,68,0.85
561,2020020605,202301,14,0.85
562,2020020610,202301,236,0.85
563,2020020620,202301,450,0.85
564,2020020625,202301,64,0.85
565,2020020630,202301,14,0.85
566,2020020634,202301,21,0.85
567,2020020635,202301,54,0.85
568,2020020636,202301,69,0.85
569,2020020637,202301,94,0.85
570,2020020640,202301,110,0.85
571,2020020645,202301,231,0.85
572,2020020650,202301,0,0.85
573,2020020655,202301,49,0.85
574,2020020660,202301,100,0.85
575,2020020665,202301,34,0.85
576,2020020670,202301,72,0.85
577,2020020680,202301,1,0.85
578,2020020685,202301,0,0.85
579,2020020690,202301,125,0.85
580,2020020695,202301,51,0.85
581,2020020706,202301,853,0.85
582,2020020711,202301,70,0.85
583,2020020720,202301,143,0.85
584,2020020730,202301,0,0.85
585,2020020735,202301,460,0.85
586,2020020745,202301,84,0.85
587,2020020750,202301,99,0.85
588,2020020755,202301,2,0.85
589,2020020760,202301,92,0.85
590,2020020765,202301,101,0.85
591,2020020770,202301,44,0.85
592,2020020785,202301,38,0.85
593,2020020793,202301,179,0.85
594,2020020800,202301,553,0.85
595,2020020801,202301,0,0.85
596,2020020802,202301,0,0.85
597,2020020803,202301,34,0.85
598,2020020804,202301,0,0.85
599,2020020805,202301,0,0.85
600,2020020806,202301,50,0.85
601,2020020807,202301,0,0.85
602,2020020808,202301,69,0.85
603,2020020809,202301,11,0.85
604,2020020810,202301,191,0.85
605,2020020820,202301,194,0.85
606,2020020830,202301,47,0.85
607,2020020835,202301,188,0.85
608,2020020840,202301,83,0.85
609,2020020850,202301,155,0.85
610,2020020860,202301,44,0.85
611,2020020870,202301,45,0.85
612,2020020880,202301,14,0.85
613,2020020890,202301,0,0.85
614,2020020900,202301,130,0.85
615,2020020910,202301,19,0.85
616,2020020920,202301,329,0.85
617,2020020925,202301,0,0.85
618,2020020930,202301,244,0.85
619,2020020935,202301,17,0.85
620,2020020940,202301,118,0.85
621,2020020950,202301,101,0.85
622,2020020955,202301,94,0.85
623,2020020956,202301,11,0.85
624,2020020960,202301,0,0.85
625,2020020962,202301,1023,0.85
626,2020020965,202301,59,0.85
627,2020020980,202301,528,0.85
628,2020020990,202301,212,0.85
629,2020021000,202301,239,0.85
630,2020021010,202301,36,0.85
631,2020021020,202301,0,0.85
632,2020021025,202301,68,0.85
633,2020021030,202301,50,0.85
634,2020021040,202301,50,0.85
635,2020021050,202301,48,0.85
636,2020021060,202301,158,0.85
637,2020021070,202301,252,0.85
638,2020021071,202301,18,0.85
639,2020021075,202301,188,0.85
640,2020021080,202301,32,0.85
641,2020021083,202301,37,0.85
642,2020021088,202301,20,0.85
643,2020021089,202301,94,0.85
644,2020021090,202301,157,0.85
645,2020021091,202301,4,0.85
646,2020021092,202301,176,0.85
647,2020021093,202301,57,0.85
648,2020021095,202301,66,0.85
649,2020021096,202301,0,0.85
650,2020021097,202301,72,0.85
651,2020021098,202301,36,0.85
652,2020021099,202301,0,0.85
653,2020021100,202301,50,0.85
654,2020021110,202301,24,0.85
655,2020021120,202301,186,0.85
656,2020021121,202301,165,0.85
657,2020021123,202301,37,0.85
658,2020021125,202301,22,0.85
659,2020021130,202301,47,0.85
660,2020021140,202301,39,0.85
661,2020021160,202301,112,0.85
662,2020021169,202301,2,0.85
663,2020021171,202301,94,0.85
664,2020021180,202301,139,0.85
665,2020021190,202301,42,0.85
666,2020021200,202301,16,0.85
667,2020021220,202301,8,0.85
668,2020021230,202301,0,0.85
669,2020021240,202301,144,0.85
670,2020021250,202301,121,0.85
671,2020021260,202301,0,0.85
672,2020021265,202301,0,0.85
673,2020021280,202301,37,0.85
674,2020021290,202301,92,0.85
675,2020021295,202301,16,0.85
676,2020021300,202301,71,0.85
677,2020021310,202301,170,0.85
678,2020021340,202301,7,0.85
679,2020021350,202301,203,0.85
680,2020021355,202301,0,0.85
681,2020021356,202301,63,0.85
682,2020021357,202301,290,0.85
683,2020021380,202301,6,0.85
684,2020021385,202301,41,0.85
685,2020021390,202301,35,0.85
686,2020021420,202301,95,0.85
687,2020021422,202301,44,0.85
688,2020021425,202301,78,0.85
689,2020021441,202301,26,0.85
690,2020021445,202301,125,0.85
691,2020021447,202301,680,0.85
692,2020021455,202301,341,0.85
693,2020021460,202301,53,0.85
694,2020021465,202301,318,0.85
695,2020021470,202301,30,0.85
696,2020021480,202301,0,0.85
697,2020021490,202301,102,0.85
698,2020021500,202301,127,0.85
699,2020021504,202301,88,0.85
700,2020021505,202301,25,0.85
701,2020021510,202301,11,0.85
702,2020021531,202301,82,0.85
703,2020021535,202301,7,0.85
704,2020021536,202301,52,0.85
705,2020021537,202301,39,0.85
706,2020021540,202301,45,0.85
707,2020021542,202301,33,0.85
708,2020021543,202301,111,0.85
709,2020021545,202301,170,0.85
710,2020021547,202301,1,0.85
711,2020021554,202301,28,0.85
712,2020021555,202301,59,0.85
713,2020021560,202301,10,0.85
714,2020021570,202301,160,0.85
715,2020021572,202301,43,0.85
716,2020021575,202301,0,0.85
717,2020021580,202301,2,0.85
718,2020021590,202301,22,0.85
719,2020021600,202301,69,0.85
720,2020021610,202301,67,0.85
721,2020021620,202301,81,0.85
722,2020021640,202301,0,0.85
723,2020021650,202301,50,0.85
724,2020021653,202301,11,0.85
725,2020021654,202301,78,0.85
726,2020021655,202301,12,0.85
727,2020021657,202301,27,0.85
728,2020021658,202301,5,0.85
729,2020021660,202301,29,0.85
730,2020021662,202301,314,0.85
731,2020021663,202301,159,0.85
732,2020021664,202301,180,0.85
733,2020021665,202301,89,0.85
734,2020021666,202301,54,0.85
735,2020021667,202301,30,0.85
736,2020030015,202301,114,0.85
737,2020030020,202301,47,0.85
738,2020030030,202301,0,0.85
739,2020030050,202301,95,0.85
740,2020030060,202301,171,0.85
741,2020030061,202301,10,0.85
742,2020030063,202301,19,0.85
743,2020030064,202301,59,0.85
744,2020030065,202301,56,0.85
745,2020030070,202301,84,0.85
746,2020030071,202301,42,0.85
747,2020030073,202301,0,0.85
748,2020030080,202301,82,0.85
749,2020030090,202301,68,0.85
750,2020030105,202301,41,0.85
751,2020030120,202301,176,0.85
752,2020030125,202301,0,0.85
753,2020030130,202301,200,0.85
754,2020030135,202301,56,0.85
755,2020030140,202301,2,0.85
756,2020030145,202301,56,0.85
757,2020030150,202301,38,0.85
758,2020030165,202301,0,0.85
759,2020030170,202301,127,0.85
760,2020030175,202301,290,0.85
761,2020030180,202301,20,0.85
762,2020030185,202301,243,0.85
763,2020030190,202301,69,0.85
764,2020030195,202301,100,0.85
765,2020030200,202301,188,0.85
766,2020030205,202301,22,0.85
767,2020030210,202301,118,0.85
768,2020030215,202301,205,0.85
769,2020030220,202301,0,0.85
770,2020030221,202301,25,0.85
771,2020030226,202301,137,0.85
772,2020030230,202301,104,0.85
773,2020030235,202301,50,0.85
774,2020030240,202301,38,0.85
775,2020030245,202301,77,0.85
776,2020030250,202301,155,0.85
777,2020030255,202301,1,0.85
778,2020030256,202301,136,0.85
779,2020030260,202301,8,0.85
780,2020030265,202301,128,0.85
781,2020030272,202301,21,0.85
782,2020030273,202301,27,0.85
783,2020030275,202301,77,0.85
784,2020030279,202301,122,0.85
785,2020030280,202301,114,0.85
786,2020030281,202301,23,0.85
787,2020030282,202301,28,0.85
788,2020030290,202301,42,0.85
789,2020030295,202301,158,0.85
790,2020030300,202301,164,0.85
791,2020030305,202301,40,0.85
792,2020030315,202301,95,0.85
793,2020030320,202301,82,0.85
794,2020030325,202301,56,0.85
795,2020030330,202301,10,0.85
796,2020030335,202301,625,0.85
797,2020030340,202301,168,0.85
798,2020030345,202301,16,0.85
799,2020030347,202301,39,0.85
800,2020030350,202301,90,0.85
801,2020030370,202301,131,0.85
802,2020030375,202301,22,0.85
803,2020030380,202301,180,0.85
804,2020030385,202301,0,0.85
805,2020030390,202301,25,0.85
806,2020030392,202301,0,0.85
807,2020030393,202301,0,0.85
808,2020030394,202301,109,0.85
809,2020030395,202301,25,0.85
810,2020030396,202301,72,0.85
811,2020030398,202301,0,0.85
812,2020030399,202301,76,0.85
813,2020030400,202301,52,0.85
814,2020030401,202301,0,0.85
815,2020030402,202301,33,0.85
816,2020030405,202301,111,0.85
817,2020030407,202301,14,0.85
818,2020030408,202301,83,0.85
819,2020030409,202301,2,0.85
820,2020030410,202301,83,0.85
821,2020030411,202301,25,0.85
822,2020030413,202301,0,0.85
823,2020030414,202301,44,0.85
824,2020030415,202301,30,0.85
825,2020030416,202301,11,0.85
826,2020030417,202301,47,0.85
827,2020030418,202301,20,0.85
828,2020030419,202301,19,0.85
829,2020030435,202301,45,0.85
830,2020030440,202301,179,0.85
831,2020030450,202301,30,0.85
832,2020030455,202301,80,0.85
833,2020030465,202301,0,0.85
834,2020030470,202301,2,0.85
835,2020030475,202301,42,0.85
836,2020030480,202301,26,0.85
837,2020030490,202301,86,0.85
838,2020030500,202301,17,0.85
839,2020030505,202301,25,0.85
840,2020030510,202301,123,0.85
841,2020030515,202301,20,0.85
842,2020030525,202301,25,0.85
843,2020030535,202301,53,0.85
844,2020030540,202301,14,0.85
845,2020030545,202301,200,0.85
846,2020030550,202301,447,0.85
847,2020030560,202301,16,0.85
848,2020030565,202301,38,0.85
849,2020030570,202301,393,0.85
850,2020030585,202301,0,0.85
851,2020030590,202301,920,0.85
852,2020030595,202301,12,0.85
853,2020030600,202301,251,0.85
854,2020030605,202301,58,0.85
855,2020030610,202301,378,0.85
856,2020030615,202301,193,0.85
857,2020030625,202301,51,0.85
858,2020030630,202301,158,0.85
859,2020030635,202301,0,0.85
860,2020030640,202301,77,0.85
861,2020030645,202301,18,0.85
862,2020030650,202301,86,0.85
863,2020030655,202301,135,0.85
864,2020030660,202301,209,0.85
865,2020030665,202301,0,0.85
866,2020030670,202301,61,0.85
867,2020030675,202301,75,0.85
868,2020030680,202301,48,0.85
869,2020030685,202301,37,0.85
870,2020030690,202301,0,0.85
