latitude,longitude
11.29752874,124.694851
11.29781842,124.6941698
11.2978828,124.6939605
11.29838169,124.6938264
11.29892886,124.6937513
11.2993902,124.6936762
11.29990518,124.6935958
11.30044162,124.6934938
11.30072594,124.6934563
11.30073667,124.6928716
11.30077958,124.692319
11.30085468,124.6918094
11.30089223,124.6914017
11.30094588,124.6910423
11.30095124,124.6910423
11.30099952,124.6907258
11.30101025,124.6903449
11.30103171,124.6899587
11.30105853,124.6895778
11.30052209,124.689551
11.30006611,124.6895134
11.29941165,124.6894813
11.29884839,124.6894437
11.29826367,124.6894062
11.29820466,124.6888161
11.29815638,124.688285
11.29810274,124.6877486
11.29806519,124.6873248
11.29802764,124.6868581
11.29799008,124.6864128
11.2979418,124.6858174
11.29790425,124.6854633
11.29786134,124.6849376
11.29781306,124.6844923
11.29777014,124.6839452
11.2977165,124.6833444
11.29766822,124.6828777
11.29791498,124.6821964
11.29826367,124.6815741
11.29860699,124.6809518
11.29893959,124.6803081
11.29896104,124.6796161
11.29901469,124.6788436
11.2990576,124.6781516
11.29910052,124.6774167
11.29914343,124.6767139
11.29920244,124.6760219
11.29920781,124.6753031
11.29895032,124.6740693
11.29880011,124.6733235
11.29864454,124.6726424
11.29842997,124.6719503
11.29817247,124.6712798
11.29796326,124.6706253
11.2977165,124.6699655
11.29745364,124.6692252
11.29721224,124.6685761
11.29697084,124.6678787
11.29670799,124.6671653
11.29645586,124.6664625
11.29623056,124.6657866
11.29599452,124.6650892
11.29577458,124.6643811
11.29556,124.6636784
11.29535079,124.6630025
11.29514158,124.6623319
11.29493237,124.6615809
11.29472315,124.6608943
11.29434764,124.660272
11.29404187,124.6596015
11.29392386,124.6589148
11.29377365,124.6581692
11.29360199,124.657284
11.29347324,124.6566081
11.2933284,124.6558625
11.29319429,124.6551865
11.29306555,124.6544784
11.29293144,124.6537811
11.29279196,124.6530837
11.29266858,124.6523649
11.29256666,124.6516514
11.29249692,124.6509486
11.29243791,124.6504605
11.29229307,124.6496934
11.29217506,124.6489584
11.29205167,124.6482557
11.29200339,124.6478963
11.29228234,124.6472311
11.29260421,124.6465659
11.2929368,124.6459115
11.2932533,124.6452516
11.2934196,124.6448493
11.29353225,124.6441358
11.29363418,124.6434116
11.29375219,124.6426928
11.29383802,124.6418881
11.29391313,124.6413839
11.29399359,124.6409386
11.29408479,124.6402144
11.29418135,124.639501
11.29422426,124.6390235
11.29431546,124.6384925
11.29442275,124.6377414
11.29455686,124.6370333
11.2946856,124.6363521
11.29479289,124.635644
11.29493237,124.6349304
11.29506111,124.6342492
11.29517913,124.6334821
11.29534006,124.6327794
11.2954849,124.6323234
11.2960428,124.6318084
11.29661679,124.6313524
11.29724443,124.6308267
11.29779697,124.6303976
11.2983495,124.6299416
11.29877329,124.6295607
11.29903615,124.62874
11.29919708,124.6280533
11.2993741,124.6273452
11.29955649,124.6266532
11.29974425,124.6259665
11.30000711,124.6252853
11.30030751,124.6246201
11.30059183,124.6239763
11.30083859,124.6234292
11.30134821,124.6229035
11.30183637,124.6223509
11.3023299,124.6217769
11.30278051,124.6212512
11.30310774,124.6208167
11.30349934,124.6200389
11.30390704,124.6193039
11.30427718,124.6186066
11.30460441,124.6179682
11.30485654,124.6172547
11.30491555,124.6165305
11.30504966,124.6158385
11.30517304,124.6151036
11.30529642,124.6143901
11.30540907,124.6137089
11.30552709,124.6130168
11.30563974,124.6123248
11.3057524,124.6116436
11.30584896,124.6109623
